keyword,edited_text,is_euph,category,type,euph_status
accident,"She was old enough to get what I was saying and was definitely showing signs of being interested. It took a few weeks to get from accidents and pull ups to big girl underwear and pretty much <accident> free. My word of advice when you do decide to get started is to not use pull ups, go straight to the gerber padded underwear.",1,bodily functions,accident,sometimes_euph
same-sex,"That is, I guess, why this ""position specificity "" phenomenon is so important in Laboulbeniales. <Same-sex> and opposite-sex mating behavior will position the ascospores in a precise portion of the new host's integument-- no way around it ",0,sexual activity,same-sex,sometimes_euph
elderly,"Studies show that people prefer counselors who share their religious beliefs and support, rather than challenge, their faith. Religious people often complain that secular therapists see their faith as a problem or a symptom, rather than as a conviction to be respected and incorporated into the therapeutic dialogue, a concern that is especially pronounced among the <elderly> and twentysomethings. According to a nationwide survey by the American Association of Pastoral Counselors (AAPC), 83 percent of Americans believe their spiritual faith and religious beliefs are closely tied to their state of mental and emotional health. ",1,physical/mental attributes,elderly,always_euph
golden years,"Who want's to retire with $30.000 or maybe $50.000 of dept. We as Consumer's don't want to spend our <Golden years> living payday to payday, I surely don't, and won't. You have to spend alot of time on your computor, and reseach, reseach, and then some more reseach, to make sure you find the right company, and most important the best Solution for you and yours. ",1,physical/mental attributes,golden years,always_euph
fatality,"Besides the illness and death it brings, it will see a lockdown of more countries, the suspension of air travel across regions, a gutting of financial markets @ @ @ @ @ @ @ @ @ @ systems overwhelmed as in Wuhan and Italy. According to one analysis, countries that are prepared will see a <fatality> rate of anywhere between 0.5-0.9 per cent, whereas those that are overwhelmed could have a dramatically higher rate between 3-5 per cent. Early measures for containment ",1,death,fatality,always_euph
demise,"I have mixed feelings about how they got here-but they have raised the stakes for the story and characters in a way I never expected. I agree... I didn't expect her <demise>, and certainly not like this. But having said that.... THANK GOD SHE IS GONE!!! ",0,death,demise,sometimes_euph
undocumented immigrants,"Continuing our discussion from our last blog post about two important pieces of immigration legislation that had reached their deadlines here in California. AB 2189 was passed by Governor Jerry Brown, allowing <undocumented immigrants> who were awarded deferred action to obtain a driver's license. The more headline-grabbing TRUST Act, though, was vetoed. ",1,politics,undocumented immigrant,always_euph
capital punishment,"This is the second part in a brief series of posts looking at Benjamin Yost's discussion of the Irrevocability Argument against <capital punishment>. As explained in part one, the Irrevocability Argument claims that the death penalty is a morally illegitimate system of punishment because it is not substantially revocable. ",1,politics,capital punishment,always_euph
outspoken,"Only with our returning favorites is there truly a sense of great expectation. CUTLINE:' BROOKLYN BRIDGE': Marion Ross plays <outspoken> grandmother Sophie in CBS' gentle comedy set in the' 50s. CUTLINE:' EERIE, INDIANA': Omri Katz, left, and Justin Shenkarow are adrift in a world far more weird than adults realize it is. ",1,misc.,outspoken,sometimes_euph
lavatory,"The entrance to the Chamber is at a snake-engraved sink tap in the second-floor girls' <lavatory>, where a ghost of a girl named Myrtle, more commonly known as Moaning Myrtle can often be found @ @ @ @ @ @ @ @ @ @ of ""Open "" or "" Open up"" to a snake engraved on the entrance in Parseltongue. The engraved snake is on a tap over one of the sinks. ",1,bodily functions,lavatory,always_euph
dismissed,"Here, let me get some milk. ""She squealed in that unbearable heat, wiping sweat off her forehead, that's a first-timer for you. I poured her a glass of milk, the sounds attracting the attention of Kip @ @ @ @ @ @ @ @ @ @ an expectent mewing, he wanted that milk, too. "" None for you, little bastard. "" I <dismissed>. "" Aww, what a cute kitty! "" Esther cooed, "" Here, kitty! What's his name? """" His name was Kip when I got him from the shelter, but he only lets me give him food, water, and clean his litter. ",0,employment,dismissed,sometimes_euph
differently-abled,"(In this case ""Regular"" Folks=white, middle-to-upper class, able, straight, etc., and "" @ @ @ @ @ @ @ @ @ @ queers, <differently-abled>/minded, etc.. If you want to argue with me about that, you have five million other posts to read before I'll even consider talking to you about it. Start by reading this.) ",1,physical/mental attributes,differently-abled,always_euph
